Designator,Mid X,Mid Y,Rotation,Layer
C1,15.7,9.6,90.0,top
C2,51.0,37.0,0.0,top
F1,59.5,27.5,270.0,top
L1,49.0,10.5,180.0,top
Q1,39.0,15.5,180.0,top
R1,12.45,9.5,270.0,top
R2,9.5,9.5,270.0,top
R3,18.0,41.0,90.0,top
R4,41.5,42.5,0.0,top
R5,35.6,17.7,270.0,top
R6,35.6,14.0,90.0,top
R7,59.5,21.5,90.0,top
U1,12.9375,23.775,180.0,top
U2,29.5,33.0,0.0,top
U3,53.7,25.0,270.0,top
U4,44.2,25.0,90.0,top
U5,18.0,44.0,0.0,top
U6,41.5,44.0,0.0,top
